,ID,A,B
98,99,9801,0.0101010101010101
99,100,10000,0.01
100,101,10201,0.0099009900990099
101,102,10404,0.00980392156862745
102,103,10609,0.00970873786407767
103,104,10816,0.009615384615384621
104,105,11025,0.00952380952380952
105,106,11236,0.009433962264150941
106,107,11449,0.009345794392523359
107,108,11664,0.009259259259259259
108,109,11881,0.009174311926605509
109,110,12100,0.00909090909090909
110,111,12321,0.009009009009009009
111,112,12544,0.00892857142857143
112,113,12769,0.00884955752212389
113,114,12996,0.0087719298245614
114,115,13225,0.00869565217391304
115,116,13456,0.00862068965517241
116,117,13689,0.00854700854700855
117,118,13924,0.00847457627118644
118,119,14161,0.00840336134453781
119,120,14400,0.00833333333333333
120,121,14641,0.008264462809917359
121,122,14884,0.008196721311475409
122,123,15129,0.008130081300813009
123,124,15376,0.00806451612903226
124,125,15625,0.008
125,126,15876,0.007936507936507941
126,127,16129,0.0078740157480315
127,128,16384,0.0078125
128,129,16641,0.0077519379844961205
129,130,16900,0.007692307692307691
130,131,17161,0.007633587786259541
131,132,17424,0.0075757575757575794
132,133,17689,0.0075187969924812
133,134,17956,0.00746268656716418
134,135,18225,0.007407407407407409
135,136,18496,0.007352941176470591
136,137,18769,0.0072992700729927
137,138,19044,0.0072463768115942
138,139,19321,0.00719424460431655
139,140,19600,0.007142857142857141
140,141,19881,0.00709219858156028
141,142,20164,0.007042253521126759
142,143,20449,0.0069930069930069895
143,144,20736,0.00694444444444444
144,145,21025,0.00689655172413793
145,146,21316,0.00684931506849315
146,147,21609,0.00680272108843537
147,148,21904,0.00675675675675676
148,149,22201,0.00671140939597315
149,150,22500,0.0066666666666666706
150,151,22801,0.00662251655629139
151,152,23104,0.00657894736842105
152,153,23409,0.0065359477124183
153,154,23716,0.00649350649350649
154,155,24025,0.00645161290322581
155,156,24336,0.00641025641025641
156,157,24649,0.0063694267515923605
157,158,24964,0.006329113924050629
158,159,25281,0.006289308176100629
159,160,25600,0.00625
160,161,25921,0.0062111801242236
161,162,26244,0.00617283950617284
162,163,26569,0.00613496932515337
163,164,26896,0.00609756097560976
164,165,27225,0.00606060606060606
165,166,27556,0.006024096385542171
166,167,27889,0.0059880239520958105
167,168,28224,0.00595238095238095
168,169,28561,0.00591715976331361
169,170,28900,0.0058823529411764705
170,171,29241,0.00584795321637427
171,172,29584,0.0058139534883720895
172,173,29929,0.00578034682080925
173,174,30276,0.00574712643678161
174,175,30625,0.00571428571428571
175,176,30976,0.005681818181818179
176,177,31329,0.005649717514124289
177,178,31684,0.00561797752808989
178,179,32041,0.00558659217877095
179,180,32400,0.00555555555555556
180,181,32761,0.00552486187845304
181,182,33124,0.00549450549450549
182,183,33489,0.00546448087431694
183,184,33856,0.00543478260869565
184,185,34225,0.00540540540540541
185,186,34596,0.00537634408602151
186,187,34969,0.0053475935828877
187,188,35344,0.00531914893617021
188,189,35721,0.00529100529100529
189,190,36100,0.00526315789473684
190,191,36481,0.00523560209424084
191,192,36864,0.00520833333333333
192,193,37249,0.00518134715025907
193,194,37636,0.005154639175257729
194,195,38025,0.00512820512820513
195,196,38416,0.005102040816326529
196,197,38809,0.0050761421319797
197,198,39204,0.00505050505050505
198,199,39601,0.0050251256281407
199,200,40000,0.005
200,201,40401,0.00497512437810945
201,202,40804,0.00495049504950495
202,203,41209,0.00492610837438424
203,204,41616,0.00490196078431373
204,205,42025,0.0048780487804878
205,206,42436,0.004854368932038829
206,207,42849,0.00483091787439614
207,208,43264,0.0048076923076923106
208,209,43681,0.00478468899521531
209,210,44100,0.00476190476190476
210,211,44521,0.004739336492891
211,212,44944,0.004716981132075471
212,213,45369,0.00469483568075117
213,214,45796,0.004672897196261679
214,215,46225,0.00465116279069767
215,216,46656,0.004629629629629629
216,217,47089,0.0046082949308755795
217,218,47524,0.00458715596330275
218,219,47961,0.0045662100456621
219,220,48400,0.00454545454545455
220,221,48841,0.00452488687782805
221,222,49284,0.0045045045045045
222,223,49729,0.004484304932735429
223,224,50176,0.004464285714285711
224,225,50625,0.00444444444444444
225,226,51076,0.00442477876106195
226,227,51529,0.0044052863436123395
227,228,51984,0.0043859649122807
228,229,52441,0.00436681222707424
229,230,52900,0.00434782608695652
230,231,53361,0.00432900432900433
231,232,53824,0.00431034482758621
232,233,54289,0.00429184549356223
233,234,54756,0.0042735042735042705
234,235,55225,0.00425531914893617
235,236,55696,0.00423728813559322
236,237,56169,0.004219409282700421
237,238,56644,0.00420168067226891
238,239,57121,0.00418410041841004
239,240,57600,0.00416666666666667
240,241,58081,0.004149377593360999
241,242,58564,0.0041322314049586795
242,243,59049,0.00411522633744856
243,244,59536,0.00409836065573771
244,245,60025,0.0040816326530612205
245,246,60516,0.0040650406504065
246,247,61009,0.0040485829959514205
247,248,61504,0.00403225806451613
248,249,62001,0.00401606425702811
249,250,62500,0.004
